word,Positive,Negative
mơ hồ,0,1
mở mang,1,0
mỏ neo,1,0
mô tả,1,0
mơ ước,1,0
mọc trên thân,0,0
mới lớn,0,0
mới nhất,1,0
mới phát sinh,0,0
mới tinh,1,0
mong,0,0
mỏng dính,0,1
mong đợi,0,0
mong muốn,1,0
mỏng tang,0,1
mỏng tanh,0,1
một màu,0,1
một sắc,0,1
một vợ một chồng,1,0
mù quáng,0,1
mua vui,1,0
mục nát,0,1
mùi thơm,1,0
nấm mồ,0,0
nắm tay,1,0
năng cao,1,0
năng động,1,0
năng lực,1,0
nâng niu,1,0
năng suất cao,1,0
nặng trình trịch,0,0
náo loạn,0,1
nao núng,0,1
não nùng,0,1
nảy lửa,0,0
né được,1,0
nền móng,0,0
nền tảng,1,0
nết xấu,0,1
nêu trên,1,0
ngạc nhiên,0,0
ngại,0,1
ngắn,0,1
ngân hàng,0,0
ngăn lắp,1,0
ngăn nắp,1,0
ngắn ngủi,0,1
ngang đồng,0,0
ngạo nghễ,0,1
ngáp,0,1
ngất đi,0,1
ngẫu nhiên,0,0
ngậy,0,0
ngây thơ,1,0
nghe được,1,0
nghệ sĩ,1,0
nghệ thuật,1,0
nghề y,1,0
nghèo,0,1
nghèo khó,0,1
nghèo nàn,0,1
nghèo rớt,0,1
nghèo rớt mùng tơi,0,1
nghi hoặc,0,1
nghị lực,1,0
nghi ngại,0,0
nghi ngờ,0,1
nghịch ngợm,0,0
nghiêm,1,0
nghiêm chỉnh,1,0
nghiêm khắc,1,0
nghiêm ngặt,1,0
nghiêm trang,1,0
nghiêm túc,1,0
nghiện,0,1
nghiên cứu,1,0
ngộ,0,0
ngờ nghệch,0,1
ngờ vực,0,1
ngoài ý muốn,0,0
ngoạm,0,1
ngoan cố,0,1
ngoan cường,1,0
ngọc thạch,1,0
ngon ơ,1,0
ngột ngạt,0,1
ngữ âm,1,0
ngu dại,0,1
ngu đần,0,1
ngu dốt,0,1
ngu ngốc,0,1
ngữ vựng,1,0
ngựa giống,1,0
ngược lại,0,1
ngược với hiến pháp,0,1
người bào chữa,0,0
người chủ trương,0,0
người cuồng tín,0,1
người đi mượn,0,1
người gan lì,1,0
người lái,1,0
người mẫu,0,0
người thưa kiện,0,0
người tin,0,0
người vay,0,1
người vụng về,0,1
ngượng ngùng,0,1
nguy nan,0,1
nguy nga,1,0
ngụy trang,0,0
nguyên bản,1,0
nguyên cáo,0,0
nguyên khối,1,0
nguyên thuỷ,0,0
nguyên tử,1,0
nhà báo,1,0
nhà nước,0,0
nhà thiết kế,1,0
nhà vô địch,1,0
nhàm chán,0,1
nhậm chức,0,0
nham hiểm,0,1
nhàn,1,0
nhăn,0,0
nhân đức,1,0
nhàn hạ,1,0
nhân hậu,1,0
nhẵn lì,1,0
nhàn nhã,1,0
nhân nhượng,1,0
nhận ra,1,0
nhàn rỗi,1,0
nhân tài,1,0
nhàn tênh,1,0
nhẵn thín,0,0
nhân từ,1,0
nhân văn,1,0
nhân viên kế toán,0,0
nhặng bộ,0,1
nhanh,1,0
nhanh chóng,1,0
nhanh lẹ,1,0
nhạt,0,1
nhạt hoen hoét,0,1
nhạt hoét,0,1
nhạt nhẽo,0,1
nhạt nhoà,0,1
nhạt như nước ốc,0,1
nhạt phèo,0,1
nhất quyết,0,0
nhạt thếch,0,1
nhất trí,1,0
nhàu,0,0
nhạy cảm,1,0
nhậy cảm,1,0
nhẹ đi,0,0
nhễ nhại mồ hôi,0,1
nhẹ nhàng,1,0
nhẹ tay,1,0
nhếch nhác,0,1
nhem nhuốc,0,1
nhiễm bẩn,0,1
nhiễm độc,0,1
nhiễm phải,0,1
nhiếp chính,0,0
nhiều,1,0
nhiều chuyện,0,1
nhiều lắm,1,0
nhiều năng lượng,1,0
nhiều nhất,1,0
nhiều sao,0,0
nhiều tình cảm,1,0
nhiều vấn đề,0,1
nhiều việc,0,1
nhỉnh hơn,1,0
nhớ dai,1,0
nhớ lâu,1,0
nhỏ mọn,0,1
nhỏ nhen,0,1
nhơ nhớp,0,1
nhơ nhuốc,0,1
nhớ quê,0,0
nhỏ thó,0,0
nhói,0,1
nhom nhem,0,1
nhộn,0,0
nhộn nhịp,1,0
như con nít,0,1
nhu mì,1,0
nhu nhược,0,1
như nước,0,1
như trẻ con,1,0
nhún nhảy,0,0
nhung,1,0
nhút nhát,0,1
nín bặt,1,0
nín khe,1,0
nín thin thít,1,0
nín thít,1,0
nịnh nọt,1,0
nối,0,1
nổi,0,0
nói chuyện,1,0
nói dịu dàng,1,0
noi gương,1,0
nói nhẹ nhàng,1,0
nói nhiều,0,1
nói như khướu,1,0
nói thỏ thẻ,1,0
nói trước,0,0
non,0,1
non kinh nghiệm,0,1
non nớt,0,1
non trẻ,0,0
nóng bỏng,0,0
nóng bức,0,1
nông cạn,0,1
nòng cốt,1,0
nóng đổ mồ hôi,0,1
nóng nẩy,0,1
nóng như thiêu,0,1
nóng toát mồ hôi,0,1
nông trại,0,0
nóng vội,0,1
nộp,1,0
nửa chừng,0,1
nữa đường,0,1
nục nịch,0,1
nứng,0,0
nứng tình,0,0
nươc mắt,0,1
nước ngoài,0,0
nuông chiều,1,0
ở chĩnh thức,1,0
ở ngọn,1,0
ô uế,0,1
oai nghiêm,1,0
oai phong,1,0
oai vệ,1,0
oi nồng,0,1
ồn ào,0,1
ôn hoà,1,0
ơn huệ,1,0
óng ánh như bạc,0,0
ông hoàng,1,0
ọp ẹp,0,1
ớt cựa gà,1,0
pha lê,1,0
pha loãng,0,1
phải,1,0
phải chăng,1,0
phải chịu,0,1
phải lẽ,1,0
phải phép,1,0
phái sinh,0,0
phải trả giá,0,1
phàm ăn,0,1
phạm pháp,0,1
phân cách,0,1
phản cách mạng,0,1
phản đối chiến tranh,1,0
phấn khích,0,0
phân li,0,1
phân minh,1,0
phân quyền,0,0
phân tách,0,1
phân vân,0,1
phao cứu đắm,1,0
phạt,0,1
phát hiện ra,1,0
phát sinh,0,1
phê duyệt,1,0
phê phê,0,0
phi chính thống,0,1
phi hiện thực,0,1
phi không gian,0,0
phi lí,0,1
phi lý,0,1
phi nghĩa,0,1
phi thẩm mĩ,0,1
phi thẩm mỹ,0,1
phi thực,0,1
phi thực tế,0,1
phiền,0,1
phiền hà,0,1
phổ biến,0,0
phong cách,1,0
phong lữ,1,0
phong nhã,1,0
phủ băng,0,0
phủ đầy sương giá,0,0
phủ sương giá,0,0
phụ tá,1,0
phù trợ,1,0
phúc,1,0
phúc đời,1,0
phục hưng,1,0
phức tạp,0,1
phục tùng,1,0
phương tiện,1,0
quá cân bằng,1,0
quá cũ,0,1
quá cũ kĩ,0,1
quá độ,0,0
quá đỗi quen thuộc,1,0
quá già nua,0,1
quá khiêm tốn,0,0
quá kĩ càng,0,0
quá sức người,0,1
quá thừa,0,1
quá thừa thãi,0,1
quái,0,0
quái quỷ,0,0
quân át,1,0
quân bài chủ,0,0
quản đốc,1,0
quân đội,0,0
quáng mắt,0,1
quanh co,0,0
quật cường,1,0
quay cóp,0,1
quên mình,1,0
quý,1,0
quý báu,1,0
quý phái,1,0
quỷ quyệt,0,1
quý tộc,1,0
quyền thế,1,0
quyết chiến,1,0
quyết đấu,1,0
quyết liệt,1,0
ra sức,1,0
ra vẻ ta đây,1,0
rách,0,1
rạch ròi,1,0
rắn cấc,1,0
rắn chắc,1,0
rắn độc,0,0
rạn nứt,0,1
ráng sức,1,0
rảnh,0,1
rành rành,0,0
rảnh rỗi,1,0
rập khuôn,0,1
rất dư dật,1,0
rất gần,0,0
rất mệt,0,1
rất mực dồi dào,1,0
rất trẻ,1,0
rẽ đôi,0,1
rèn luyện,1,0
rõ rệt,0,0
rời đi,0,0
rống,0,0
rộng khắp,1,0
rộng rãi,1,0
rực lửa,0,0
rùng mình,0,1
rượu ngon,1,0
rượu táo,1,0
rút gọn,0,0
rụt rè,0,1
sa đoạ,0,1
sa lầy,0,1
sa sút,0,1
sạc,1,0
sắc bén,1,0
sắc sảo,1,0
sặc sỡ,1,0
sạch ra,1,0
sai,0,1
sai lầm,0,1
sai mục đích,0,1
sẵn lòng,0,0
sẵn sàng đối phó,0,0
sang,1,0
sáng dịu,0,0
sáng dịu nhẹ,0,0
sáng kiến,1,0
sáng tác,1,0
sáng tạo,1,0
sáng tỏ,1,0
sáng ý,1,0
sao lãng,0,1
sao nhàng,0,1
sắp,0,0
sắp đến,0,0
sắp tìm được,0,0
say mê quyến rũ,1,0
sẩy thai,0,1
sĩ diện,0,1
siêu hình,0,1
sinh đôi,1,0
sinh đôi cùng trứng,1,0
sơ cua,0,0
sơ hở,0,1
sơ sài,0,1
sớm,1,0
sớm rụng,0,0
sống động,1,0
sống lâu,1,0
sống sót,1,0
sốt,0,1
sư âu yếm,1,0
sự ban cho,1,0
sự bắt chước,0,1
sự công nhận,1,0
sự dã man,0,1
sự dàn trận,1,0
sự đi lên,1,0
sự điều tiết,1,0
sự hăng hái,1,0
sự kết hợp,0,0
sự liên hợp,0,0
sự rực rỡ,1,0
sự sáng ngời,1,0
sự tham dự,0,0
sự thăm hỏi,1,0
sự thanh toán,0,0
sự thích nghi,1,0
sự thông minh,1,0
sự tiến bộ,1,0
sự tính toán,0,0
sự trao đổi,0,0
sự vuốt ve,1,0
sự xây dựng,1,0
sửa,1,0
sửa đổi,1,0
sửa lại,1,0
sức hút,1,0
sục sôi,0,0
sủi bong bóng,0,0
sủi bọt,0,0
sủi tăm,0,0
súng cối,1,0
sũng nước,0,1
sùng tín,0,0
sướng miệng,1,0
suồng sã,0,0
sút kém,0,1
suy diễn,0,0
suy đồi,0,1
suy nhược,0,1
suy yếu,0,1
tả,1,0
tác phong,1,0
tách xa,0,1
tài,1,0
tài ba,1,0
tài giỏi,1,0
tài khéo léo,1,0
tái nhợt,0,1
tài sản,1,0
tài tử,1,0
tàm tạm,1,0
tàn,0,1
tan rã,0,1
tàn tạ,0,1
tan tác,0,1
tàn tệ,0,1
tán thành,1,0
tân tiến,1,0
tăng,1,0
tặng,1,0
táo bạo,1,0
tao nhã,1,0
táo tợn,1,0
tập trung,1,0
taxi,1,0
tay ngang,0,0
tẩy uế,1,0
tệ,0,1
tệ nhất,0,1
tế nhị,1,0
tếu,0,0
tếu táo,0,0
tha thiết,1,0
tha thứ,1,0
thác nước,1,0
tham,0,1
thâm,0,1
tham ăn,0,1
tham chiến,0,0
thăm dò,0,0
thâm hiểm,0,1
thầm kín,0,0
thẩm mỹ,1,0
thấm thía,0,1
thắm thiết,1,0
thân thể,0,0
thân tình,1,0
thần tượng,1,0
thăng,0,1
thăng cấp,1,0
thăng chúc,1,0
thặng dư,0,1
thẳng tính,1,0
thanh đạm,1,0
thành hình,1,0
thành văn,0,0
thành văn bản,0,0
thạo,1,0
thảo dược,1,0
thất sách,0,1
thật sự,0,0
thâu đêm,0,1
thay đổi,0,0
thấy được,1,0
thay mặt,1,0
thấy rõ,1,0
thế lực,1,0
then chốt,1,0
thẹn thùng,0,1
theo chiều hướng tích cực,1,0
theo luật pháp,0,0
thep pháp luật,0,0
thi nhân,1,0
thị trưởng,1,0
thích nghi,1,0
thích thể hiện,1,0
thích tranh cãi,0,1
thích trò chuyện,0,0
thích ứng,1,0
thiển cận,0,1
thiện chí,1,0
thiên tài,1,0
thiện ý,1,0
thiệt thòi,0,1
thiết thực,1,0
thiếu bản sắc,0,1
thiếu cá tính,0,1
thiếu cân nhắc,0,1
thiếu cẩn thận,0,1
thiếu cẩn trọng,0,1
thiếu chuyên môn,0,1
thiếu hụt tài nguyên,0,1
thiếu khí,0,1
thiếu không khí,0,1
thiếu lịch sự,0,1
thiểu năng,0,1
thiểu năng trí tuệ,0,1
thiếu nhã nhặn,0,1
thiếu nhiệt huyết,0,1
thiếu nhiệt tình,0,1
thiếu óc phê bình,0,1
thiếu sức thuyết phục,0,1
thiếu suy nghĩ,0,1
thiếu tài nguyên,0,1
thiếu tâm huyết,0,1
thiếu thông minh,0,1
thiếu thực tế,0,1
thiếu tích cực,0,1
thiếu trải nghiệm,0,1
thiếu trật tự,0,1
thiếu trình độ,0,1
thiếu văn hoá,0,1
thiếu xem xét,0,1
thính giả,0,0
thịnh hành,1,0
thịnh soạn,1,0
thỉnh thoảng,0,0
thiu,0,1
thô,0,0
thô kệch,0,1
thô mộc,0,0
thơ ngây,0,0
thô sơ,0,0
thỏ thẻ,0,0
thỏa đáng,1,0
thỏa mãn,1,0
thỏa thuận,0,0
thoái chí,0,0
thoái hóa,0,1
thoăn thoắt,0,0
thoáng khí,1,0
thoát,0,0
thoát hiểm,1,0
thoát nạn,1,0
thối,0,1
thối chí,0,1
thổi phồng,0,1
thói rượu chè,0,1
thói xấu,0,1
thơm,0,0
thơm dịu,0,0
thơm ngát,0,0
thơm phức,0,0
thơm phưng phức,0,0
thon,1,0
thôn dã,0,0
thong thả,1,0
thử,0,0
thủ công,0,0
thu được,1,0
thù hằn,0,1
thu hút,1,0
thử thách,1,0
thư viện,1,0
thua,0,1
thừa mứa,0,1
thừa thãi,0,1
thuận,1,0
thuận tiện,1,0
thuần túy,1,0
thực sự,0,0
thức thời,1,0
thuộc về giám mục,0,0
thưởng,1,0
thương cảm,1,0
thượng hạng,1,0
thường kỳ,0,0
thường lệ,0,0
thưởng ngoạn,1,0
thượng võ,1,0
thương xót,1,0
thuyết trình,1,0
tị,0,1
ti tiện,0,1
tích hợp,0,0
tiệc chiêu đãi,1,0
tiềm ẩn,0,0
tiềm tàng,0,0
tiến hóa,1,0
tiện lợi,1,0
tiền nhiệm,0,0
tiên phong,1,0
tiến tới,1,0
tiếng nói rít lên,0,1
tiếp cận,0,0
tiếp nhận,1,0
tiếp thu,1,0
tiết chế,1,0
tiết hạnh,0,0
tiết kiệm,1,0
tiết lộ,0,0
tiết trinh,0,0
tiêu cực,0,1
tiều tuỵ,0,1
tiêu viêm,1,0
tìm được công ăn việc làm tốt,1,0
tìm ra,1,0
tin,0,0
tín đồ,0,0
tin đồn,0,1
tỉnh,0,0
tinh cất,1,0
tinh chế,1,0
tình cờ,0,0
tính dẫn,1,0
tính di trú,0,0
tính hòa nhã,1,0
tinh nghịch,0,0
tính nhã nhặn,1,0
tình nhân,1,0
tỉnh táo,1,0
tính toán hơn thiệt,0,1
tinh tướng,0,1
tinh tường,0,1
to đùng,0,0
to lớn,1,0
tổ tiên,0,0
toan tính,0,1
tối,0,1
tối dạ,0,1
tối nghĩa,0,1
tồi nhất,0,1
tồi tàn,0,1
tồi tệ nhất,0,1
tới trước,1,0
tởm,0,1
tóm tắt,0,0
tốn kém,0,1
tôn lên,1,0
tồn tại,0,0
tôn thêm,1,0
tông đồ,0,0
tốt hơn,1,0
tốt nhất,1,0
tốt số,1,0
trả ơn,1,0
trái lại,0,1
trái lẽ,0,1
trái nghịch,0,1
trái ngược,0,1
trái với hiến pháp,0,1
trái với phong tục,0,1
trái với tập tục,0,1
trầm ngâm,0,0
trầm tư,0,0
trang bị,1,0
trang nghiêm,1,0
trang trọng,1,0
tranh giành,0,1
tranh luận,0,1
trao,1,0
trật lất,0,1
trau chuốt,1,0
trau dồi,1,0
trẻ lại,1,0
trễ nải,0,1
trẻ nhỏ,1,0
trễ tràng,0,1
trên giấy tờ,0,0
trên hết,1,0
trì hoãn,0,1
tri thức,1,0
trí tuệ,1,0
trinh bạch,0,0
trìu mến,1,0
tro,0,1
trợ cấp,1,0
trội,1,0
trốn,0,1
trơn,0,1
trọn vẹn,1,0
trống không,0,1
trong lành,1,0
trong ra,1,0
trong suốt,1,0
trọng tài,0,0
trong trắng,1,0
trong trẻo,1,0
trong tương lai,0,0
trong vắt,1,0
trong veo,1,0
trọng yếu,0,0
trừ,0,1
trứ danh,1,0
trừng phạt,0,1
trường chuyên nghiệp,1,0
truy tìm,1,0
truyền bá,1,0
truyền cảm hứng,1,0
tư bản,1,0
tự cao,0,1
từ chối,0,1
tự cuồng,0,1
tự huyễn hoặc,0,1
tự kiêu,0,1
tự mãn,0,1
tự mê,0,1
tự nguyện,0,0
tự phụ,0,1
tự sướng,0,1
từ từ,0,0
tù túng,0,1
từ vựng,1,0
tuân theo,1,0
từng li từng tí,0,0
tương hợp,1,0
tuỳ hứng,0,0
tuyên bố,1,0
tuyệt đối,1,0
ủ ê,0,0
u nang,0,0
ung dung,1,0
ủng hộ,1,0
uốn nắn,1,0
uống thuốc,0,0
ướt,0,1
ướt át,0,1
Ưu điểm,1,0
uy nghi,1,0
uy quyền,1,0
ủy quyền,1,0
uy thế,1,0
uyên bác,1,0
uyên thâm,1,0
vắc-xin,1,0
văn hoá,1,0
vạn năng,1,0
vang lại,0,0
vật để lại,0,0
vắt mũi đút miệng,0,1
vất vả,0,1
vênh vang,1,0
vĩ cuồng,0,1
vi phân,0,0
vị tha,1,0
việc chán ngắt,0,1
viện trợ,1,0
viển vông,0,1
vỡ,0,1
vô bổ,0,1
vô cảm,0,1
vô căn cứ,0,1
vô danh,0,1
vô dụng,0,1
vô hình,0,1
vô học,0,1
vô ích,1,0
vô lo vô nghĩ,1,0
vô lương,0,1
vô lý,0,1
vô song,1,0
vô thưởng vô phạt,1,0
vô tổ chức,0,1
vô tội,1,0
vô tư lự,0,0
vô ý,0,1
vô ý thức,0,0
vội vàng,0,1
vòng vo,0,1
vũ lực,0,0
vu vơ,0,1
vừa hơn,1,0
vừa lòng,1,0
vừa phải,1,0
vừa rồi,0,1
vui tính,1,0
vụn vặt,0,1
vụng,0,1
vững,1,0
vững chãi,1,0
vũng lầy,0,1
vững lòng,1,0
vượt,1,0
vượt lên,1,0
vượt lên hẳn,1,0
vứt bỏ,0,1
xa lắc,0,0
xa lắc lơ,0,0
xa lắc xa lơ,0,0
xa rời,0,1
xa rời sự thật,0,0
xa tắp,0,0
xa tít,0,0
xa tít tắp,0,0
xa tít xa tắp,0,0
xá tội,1,0
xa xôi,0,1
xác định,1,0
xác thịt,0,1
xấc xược,0,1
xâm chiếm,0,1
xảo quyệt,0,1
xấu nhất,0,1
xảy đến,0,1
xây dựng,1,0
xe thiết giáp,0,0
xem lại,1,0
xiềng xích,0,1
xiêu lòng,1,0
xoa dịu,1,0
xộc xệch,0,1
xong,1,0
xù xì,0,1
xui xẻo,0,1
xung khắc,0,1
xuyên qua,1,0
ý nghĩa,1,0
ý thức,1,0
yên tâm,0,0
yếu,0,1
yếu bóng vía,0,0
yêu đời,0,0
yếu hèn,0,1
yêu kiều,1,0
yếu ớt,0,1
yêu sách,0,1
5,0,0
6,0,0
8,0,0
10,0,0
100,0,0
(của) tháng này,0,0
(thuộc) môn phái,0,0
ấm,0,0
ẩm,0,0
âm bass,0,0
âm cao,0,0
ảm đảm,0,0
ấm nóng,0,0
ẩm thấp,0,0
âm tiết,0,0
âm xát,0,0
ăn,0,0
ăn chơi,0,0
ăn cỏ,0,0
ẩn dụ,0,0
ăn được,0,0
ăn lương,0,0
ăn mồi sống,0,0
ăn năn hối lỗi,0,0
ăn ô xi,0,0
ăn ôxi,0,0
ăn ô-xi,0,0
an phận,0,0
ăn sâu bọ,0,0
ắng,0,0
ăng-ten,0,0
anh em,0,0
ảnh hưởng,0,0
ảnh hưởng lẫn nhau,0,0
antimon,0,0
ao,0,0
ào,0,0
ảo,0,0
ao cá,0,0
áo cánh,0,0
áo chiến,0,0
áo choàng,0,0
áo cổ lọ,0,0
áo dài,0,0
áo gi lê,0,0
áo gối,0,0
áo khoác,0,0
áo len,0,0
áo lót,0,0
áo mưa,0,0
áo ngủ,0,0
áo nịt,0,0
áo nịt len,0,0
áo nịt ngực,0,0
áo sơ mi,0,0
áo yếm,0,0
áp đặt,0,0
áp dụng,0,0
áp phích,0,0
ấp trứng,0,0
atisô,0,0
ba,0,0
bà,0,0
ba chiều,0,0
bá chủ,0,0
bà già,0,0
ba góc,0,0
ba lần,0,0
ba láp,0,0
ba lỗ,0,0
bà nội trợ,0,0
bà tiên,0,0
bấc,0,0
bắc,0,0
bạc đầu,0,0
bạc màu,0,0
bậc nhất,0,0
bác sĩ phẫu thuật,0,0
bác sĩ thú y,0,0
bạc tóc,0,0
bậc trung,0,0
bạch,0,0
bạch hoa,0,0
bạch ngọc,0,0
bách thú,0,0
bãi,0,0
bại,0,0
bài báo,0,0
bài báo cáo,0,0
bãi cát ngầm,0,0
bài dạy buồn tẻ,0,0
bài giải,0,0
bài giảng,0,0
bài hát,0,0
bài hát ru con,0,0
bài quốc ca,0,0
bài tập,0,0
bài thơ ngắn để hát,0,0
bài văn,0,0
bám chặt,0,0
bám dính,0,0
bẫm sinh,0,0
bẩm sinh,0,0
bám vào,0,0
bán,0,0
bàn,0,0
bắn,0,0
bận,0,0
bán cầu,0,0
bàn chân,0,0
bản chất,0,0
ban cho,0,0
ban công,0,0
bán công,0,0
bạn cùng lớp,0,0
bán dẫn,0,0
bán đảo,0,0
ban đầu,0,0
bản địa,0,0
bản đồ,0,0
bạn đồng nghiệp,0,0
bàn ghế thừa tự,0,0
ban hành,0,0
bán lẻ,0,0
bản lề,0,0
bản năng,0,0
bản ngã,0,0
ban ngày,0,0
bản nhạc,0,0
bắn pháo hoa,0,0
bận rộn,0,0
bán rong,0,0
bán tạp hóa,0,0
bản thể học,0,0
bẩn thỉu,0,0
bàn thờ,0,0
bán thời gian,0,0
bản văn,0,0
bản vẽ,0,0
bản viết tay,0,0
bản xứ,0,0
bằng,0,0
bằng ba lần,0,0
bằng bạc,0,0
bảng báo giá,0,0
băng bó,0,0
bảng chữ cái,0,0
bằng chứng,0,0
bảng đen,0,0
bảng điều khiển,0,0
bằng đồng,0,0
bằng gỗ,0,0
băng hà,0,0
bằng hai lần,0,0
bằng hàng,0,0
bàng hoàng,0,0
bang hội,0,0
bằng lời,0,0
bằng lời nói,0,0
bằng miệng,0,0
bằng mười lần,0,0
bằng nhạc cụ,0,0
bằng nhạc khí,0,0
bằng nhau,0,0
bằng phẳng,0,0
bâng quơ,0,0
bằng sừng,0,0
bằng tay,0,0
bằng tiền,0,0
bằng vai,0,0
bằng văn bản,0,0
bánh,0,0
bảnh,0,0
bánh gừng,0,0
bánh kếp,0,0
bánh lái,0,0
bánh mì,0,0
bánh ngọt,0,0
bánh rán,0,0
bành trướng,0,0
bánh vi sai,0,0
bánh xe,0,0
bao,0,0
bạo,0,0
bao dung,0,0
bao gồm toàn diện,0,0
bao gộp,0,0
bao hàm,0,0
bao hàm toàn diện,0,0
bảo hiểm,0,0
bão hoà,0,0
bao la,0,0
bao phủ,0,0
bao quanh,0,0
bao quát,0,0
bảo tàng,0,0
bảo toàn nhiệt,0,0
bảo trợ,0,0
bất bạo động,0,0
bất bình thường,0,0
bắt buộc,0,0
bắt chéo,0,0
bất chính,0,0
bắt đầu,0,0
bắt đầu xế chiều,0,0
bất di bất dịch,0,0
bất diệt,0,0
bất định,0,0
bất khả xâm phạm,0,0
bát ngát,0,0
bắt nhặt,0,0
bất quy tắc,0,0
bắt tai,0,0
bất trắc,0,0
bầu bĩnh,0,0
bảy,0,0
bẩy,0,0
bấy giờ,0,0
bày tỏ sự kính cẩn,0,0
bày tỏ sự kính trọng,0,0
ba-zơ,0,0
bé,0,0
be bé,0,0
bè bè,0,0
bể bơi,0,0
bẻ cong,0,0
bé dần,0,0
bẻ đôi,0,0
bè lũ,0,0
bề mặt,0,0
bề ngang,0,0
bề ngoài,0,0
bé nhỏ,0,0
bể nuôi cá,0,0
bề rộng,0,0
bé thơ,0,0
bé tí,0,0
bé tị,0,0
bên,0,0
bên cạnh,0,0
bên dưới,0,0
bên kia,0,0
bên kia Đại Tây Dương,0,0
bên lề,0,0
bẽn lẽn,0,0
bên mép,0,0
bên ngoài,0,0
bên phải,0,0
bên rìa,0,0
bên trái,0,0
bên trên,0,0
bên trong,0,0
benzen,0,0
béo đỏ,0,0
bét bát,0,0
bết bát,0,0
bị ảnh hưởng,0,0
bị bại sản,0,0
bị bỏ,0,0
bị bổ,0,0
bị bỏ bùa,0,0
bị cai trị,0,0
bị cạn,0,0
bị cản trở,0,0
bị cắt,0,0
bị che khuất,0,0
bị che lại,0,0
bị chiếm,0,0
bị chiếm đóng,0,0
bị chinh phục,0,0
bị cưa ngắn,0,0
bị đánh thuế,0,0
bị đè nặng,0,0
bị gói,0,0
bị gói lại,0,0
bị kích động,0,0
bị làm nhỏ tiếng lại,0,0
bị nén,0,0
bị ngăn cấm,0,0
bị ngăn chặn,0,0
bị nghẽn,0,0
bị phủ,0,0
bị rút hết,0,0
bị suy dinh dưỡng,0,0
bị tắc nghẽn,0,0
bị tách ra,0,0
bị thất lạc,0,0
bị thống trị,0,0
bị trị,0,0
bị trị vì,0,0
bị trùm,0,0
bị trùm lại,0,0
bí truyền,0,0
bị ướt,0,0
bị xẻ,0,0
bida,0,0
biên,0,0
biến,0,0
biến động,0,0
biên giới,0,0
biến hóa,0,0
biên tập,0,0
biến thái,0,0
biến tính,0,0
biết chắc,0,0
biết chữ,0,0
biết dự phòng,0,0
biết kiềm chế,0,0
biết lo trước,0,0
biết nghe lời,0,0
biết phân biệt,0,0
biết suy xét,0,0
biết vâng lời,0,0
biểu cảm,0,0
biểu tượng,0,0
bình an vô sự,0,0
bình dân,0,0
binh giáp,0,0
bình lặng,0,0
bình luận,0,0
bình ổn,0,0
bình quân,0,0
bình thường,0,0
bitum,0,0
bổ,0,0
bộ ba,0,0
bỏ bớt,0,0
bọ cánh cứng,0,0
bỏ đạo,0,0
bỏ dép ra,0,0
bộ đồng phục,0,0
bổ dưỡng,0,0
bỏ ngỏ,0,0
bộ phận,0,0
bò rừng,0,0
bó sát,0,0
bọc,0,0
bốc cháy,0,0
bốc dỡ,0,0
bốc đồng,0,0
bọc đường,0,0
bọc quanh,0,0
bọc thép,0,0
Bối cảnh,0,0
bồi thêm,0,0
bốn chân,0,0
bong,0,0
bóng,0,0
bóng chày,0,0
bọng đái,0,0
bóng loáng,0,0
bóp,0,0
bọt,0,0
bớt,0,0
bột,0,0
bự,0,0
bùa,0,0
bừa,0,0
bụi gai,0,0
bùn lầy,0,0
bụng,0,0
bưng bít,0,0
bừng bừng,0,0
bụng phẳng,0,0
bước dài,0,0
bước đầu,0,0
bước ngoặt,0,0
buộc phải,0,0
buổi chiều,0,0
buôn bán,0,0
buồn ngủ,0,0
buông tuồng,0,0
búp măng,0,0
c,0,0
cả,0,0
ca bô,0,0
cả đêm,0,0
cả đôi bên,0,0
cả hai buổi,0,0
cả năm,0,0
cả ngày,0,0
cả ngày lẫn đêm,0,0
cá ngừ,0,0
cá nhân,0,0
cả quyết,0,0
cá thể,0,0
cách đều,0,0
cách mỗi,0,0
cách quãng,0,0
cái bảng,0,0
cái chính,0,0
cái đầu,0,0
cái giỏ,0,0
cái khay,0,0
cái lưng,0,0
cái yếm,0,0
calo,0,0
cấm dục,0,0
cảm hàn,0,0
cảm kích,0,0
cắm trại,0,0
căn,0,0
cạn,0,0
cân bằng tối ưu,0,0
căn cốt,0,0
can gián,0,0
can hệ,0,0
cặn kẽ,0,0
cạn kiệt,0,0
căn ngăn,0,0
cản ngăn,0,0
cằn nhằn,0,0
cân nhau,0,0
cần nhiều ôxy,0,0
cạn nước,0,0
cạn sữa,0,0
cần thiết,0,0
cận xích đạo,0,0
cân xứng,0,0
căng,0,0
cạnh,0,0
cạnh bên,0,0
cánh chim,0,0
cánh hữu,0,0
cạnh nhau,0,0
cành nhỏ,0,0
cánh tả,0,0
canh tác,0,0
cánh tay,0,0
cao áp,0,0
cao đẳng,0,0
cạo nhẵn,0,0
cao niên,0,0
cao thế,0,0
cao tốc,0,0
cao tuổi,0,0
cấp,0,0
cấp bách,0,0
cấp dưới,0,0
cấp tính,0,0
cắt,0,0
cát bụi,0,0
cắt con chì,0,0
cắt tỉa,0,0
cầu,0,0
cầu an,0,0
cáu điên,0,0
cầu khẩn,0,0
cầu kì,0,0
cáu sườn,0,0
